,x,y,z
5611,-0.04,0.1,0.91
12242,0.12,0.16,0.98
1060,0.12,0.03,0.9
6912,0.01,0.01,1.16
17158,0.02,0.06,1.01
281,0.04,0.03,1.0
16642,0.03,0.04,1.01
970,0.02,0.07,1.02
17801,0.04,0.02,1.0
1943,0.13,0.09,0.93
620,0.04,0.03,1.0
1745,0.04,0.04,1.0
15928,0.03,0.04,1.0
11182,0.04,0.04,1.01
3720,0.04,0.03,1.0
17361,0.04,0.02,1.0
6737,0.04,0.03,1.0
3281,0.04,0.02,1.0
10748,0.04,0.05,1.0
6707,0.04,0.0,1.0
12033,0.05,0.1,1.07
15786,0.0,-0.14,0.96
18756,0.03,0.05,1.02
17433,0.16,0.19,1.01
6926,0.04,0.05,1.0
10711,0.04,0.04,1.0
14935,0.19,0.28,1.11
12664,0.04,0.05,1.0
6239,0.04,0.02,1.0
12363,0.04,0.02,1.0
630,0.04,0.03,1.04
13724,0.03,0.04,1.01
7105,-0.03,0.2,1.04
3499,0.0,-0.05,1.12
14371,0.18,0.16,0.98
15550,0.04,0.04,1.0
11639,0.04,0.02,1.0
2117,0.04,0.04,1.01
3324,0.03,0.02,1.0
14911,0.04,0.03,1.0
4014,0.16,-0.03,0.94
9322,0.04,0.03,1.0
3251,0.04,0.03,1.0
16090,0.03,0.04,1.0
2282,0.04,0.04,1.0
4929,0.01,-0.13,1.05
13,0.04,0.02,1.0
1649,0.04,0.05,1.0
2370,0.04,0.04,1.01
4987,0.03,0.04,1.01
13976,0.27,0.14,1.0
374,0.04,0.03,1.0
18480,0.04,0.05,1.0
526,0.04,0.02,1.0
10306,0.04,0.05,1.0
13244,0.11,0.01,1.09
15701,0.04,0.04,1.0
14549,0.04,0.09,1.03
530,0.04,0.02,1.0
17394,0.02,0.01,0.98
10700,0.04,0.04,1.0
14253,0.04,0.03,1.0
13980,0.11,0.03,1.05
14365,-0.02,-0.02,0.99
12779,0.04,0.05,1.0
19697,0.04,0.05,1.01
13766,0.04,0.05,1.01
7263,0.04,0.05,1.0
5053,0.03,0.06,1.1
17080,0.07,0.19,0.9
17720,0.04,0.02,1.0
19607,0.05,0.13,1.17
957,0.04,0.02,1.0
7384,0.04,0.04,1.0
3583,0.04,0.02,1.0
14587,0.04,0.02,1.0
16936,0.04,0.04,1.01
9681,0.04,0.02,1.0
2075,0.04,0.04,1.0
958,0.04,0.03,1.0
18343,0.04,0.04,1.0
15828,0.03,0.04,1.0
7770,0.03,0.04,1.0
352,-0.02,0.04,1.16
15307,0.04,0.05,1.0
18110,0.04,0.03,1.0
6878,0.04,0.05,1.0
14516,0.05,0.01,1.0
10088,0.03,0.05,1.0
15817,0.04,0.04,1.0
18884,0.05,0.04,1.0
2976,-0.04,-0.52,0.82
17509,0.04,0.03,1.0
4983,0.04,0.05,1.01
662,0.04,0.03,1.0
17882,0.04,0.03,1.0
7822,0.02,-0.039999999999999994,0.98
11573,0.0,0.02,1.01
5159,0.03,0.05,1.01
2361,0.04,0.05,1.01
13631,0.04,0.04,1.01
19517,0.04,0.04,1.01
15401,0.05,0.05,1.11
1562,0.04,0.0,
13503,0.03,0.06,1.01
11750,0.04,0.02,1.0
7967,0.04,0.04,1.01
17147,0.04,0.37,0.98
17111,0.04,0.03,1.0
15044,0.07,0.0,1.1
4378,0.04,0.05,1.0
515,0.04,0.02,1.0
896,0.11,-0.02,0.97
9687,0.04,0.02,1.0
18206,0.04,0.03,1.0
19764,0.02,0.06,1.0
901,0.05,0.04,1.0
207,0.04,0.03,1.0
18906,0.04,0.04,1.0
459,0.04,0.02,1.0
2435,0.12,0.009999999999999995,0.89
15419,0.04,0.05,1.0
3514,0.04,0.02,1.0
4132,0.03,0.05,1.0
553,0.0,0.06,1.1
7670,0.04,0.04,1.0
1929,0.04,0.05,1.0
6690,0.04,0.03,1.0
19189,0.04,0.04,1.0
18548,0.04,0.06,0.98
105,0.04,0.02,1.0
3117,0.04,0.03,1.0
18170,0.04,0.02,1.0
11798,0.04,0.02,1.0
89,0.04,0.02,1.0
17323,0.04,0.03,1.0
11891,0.04,0.03,1.0
16247,0.03,-0.18,1.0
14015,0.04,0.03,1.0
15848,0.05,0.05,1.05
7035,0.04,0.05,1.0
18186,0.06,-0.01,1.1
10302,0.04,0.04,1.0
10035,0.04,0.05,1.0
2735,0.04,0.02,1.0
17819,0.03,0.25,0.95
15411,0.03,0.05,1.0
9891,0.04,0.05,1.0
17621,0.04,0.02,1.0
19660,0.11,0.13,0.9
19354,0.04,0.04,1.01
12143,0.2,0.09,1.03
11082,0.03,0.04,1.01
15186,0.04,0.05,1.0
3953,0.04,0.03,1.0
213,0.03,0.03,1.0
10062,-0.25,0.04,0.86
6785,0.04,0.02,1.0
9373,0.04,0.02,1.0
4436,-0.07,-0.49,0.88
19799,0.04,0.05,1.01
18301,0.04,0.04,1.0
5534,0.04,0.03,1.0
19621,0.03,0.05,1.01
18887,0.04,0.05,1.0
9812,0.04,0.05,1.0
1766,0.04,0.04,1.0
15336,0.1,-0.13,0.98
13213,0.04,0.05,1.0
16865,0.04,0.03,1.0
3332,0.04,0.02,1.0
527,0.04,0.03,1.0
17049,0.04,0.03,1.0
13869,0.04,0.03,1.0
6157,0.04,0.03,1.0
10014,0.04,0.04,1.0
6658,0.04,0.03,1.0
7009,0.11,0.47,0.9
15789,0.02,0.05,0.97
9890,0.04,0.04,1.0
9811,0.04,0.04,1.0
3505,0.04,0.03,1.0
3851,0.04,0.02,1.0
6297,0.04,0.03,1.0
7273,0.04,0.04,1.0
1610,0.06,0.12,0.89
19811,0.04,0.04,1.01
17682,0.04,0.03,1.0
10138,0.04,0.05,1.0
17320,0.04,0.03,1.0
1984,0.04,0.04,1.0
13089,0.04,0.04,1.0
13934,0.04,0.03,1.0
14643,0.04,0.03,1.0
8245,0.04,0.04,1.01
6128,0.03,0.03,1.0
1685,0.04,0.04,1.0
17933,0.04,0.02,1.0
18136,0.04,0.18,1.0
7128,0.06,0.07,0.95
990,0.04,0.03,1.0
16879,0.09,0.25,1.01
13334,0.04,0.05,1.0
13418,0.04,0.04,1.02
3177,0.05,-0.15,1.04
15047,0.04,0.02,1.0
15790,-0.08,-0.04,1.04
11843,0.04,0.02,1.0
2889,0.04,0.02,1.0
10245,0.04,0.05,1.0
3463,0.04,0.03,1.0
18223,0.04,0.04,1.0
7231,0.03,0.04,1.0
16082,0.03,0.05,1.0
3477,0.05,0.03,1.0
14811,0.04,0.02,1.0
13450,0.03,0.06,1.01
13517,0.04,0.05,1.0
16209,0.04,0.04,1.01
8706,0.03,0.02,1.0
19585,0.04,0.04,1.01
2433,0.05,0.009999999999999995,0.98
13693,0.06,0.08,1.09
5168,0.03,0.05,1.01
2358,0.04,0.05,1.01
18179,0.02,0.25,0.99
13041,0.04,0.03,1.0
10244,0.04,0.05,1.0
9022,0.04,0.02,1.0
16655,0.04,0.04,1.01
19398,0.04,0.05,1.01
8321,0.04,0.03,1.0
14555,0.01,-0.09,1.11
7824,0.01,0.020000000000000004,0.99
15296,0.04,0.08,0.98
18462,0.04,0.04,1.0
5505,0.05,0.61,0.8
2387,0.13,0.05,1.0
572,0.04,0.03,1.0
1437,0.04,0.04,1.0
15067,0.04,0.02,1.0
10678,0.08,0.08,1.07
13414,0.04,0.04,1.01
16545,0.03,0.05,1.01
12217,0.04,0.02,1.0
5914,0.04,0.03,1.0
1009,0.03,0.03,1.01
4873,0.04,0.04,1.0
14773,-0.04,-0.11,0.91
7774,0.03,0.04,1.0
2068,0.04,0.05,1.0
1138,0.04,0.05,1.0
11217,0.04,0.03,1.0
11569,0.04,0.03,1.0
294,0.03,0.0,1.03
17877,0.04,0.03,1.0
4240,0.04,0.05,1.0
11080,0.03,0.05,1.01
3932,0.0,-0.5,0.81
13396,0.04,0.04,1.01
2734,0.04,0.02,1.0
19121,0.02,0.02,1.0
14496,0.04,0.03,1.0
16666,0.04,0.02,1.0
18171,0.04,0.03,1.0
2843,0.04,0.02,1.0
10171,-0.01,0.02,1.0
17906,-0.05,-0.12,0.99
2474,0.03,0.05,1.01
3920,0.04,0.02,1.0
15269,0.04,0.05,1.0
362,0.02,0.09,1.05
7677,0.04,0.04,1.0
16484,0.03,0.04,1.01
2143,0.08,0.020000000000000004,0.97
8119,0.03,0.05,1.01
1314,-0.02,0.02,1.02
6825,0.05,0.02,1.0
12957,0.04,0.05,1.0
1593,0.04,0.05,1.0
2401,0.04,0.04,1.01
18502,0.07,-0.0,1.02
16355,0.06,-0.32,0.93
10765,0.04,0.05,1.0
5680,0.02,0.64,0.81
18833,0.03,0.04,1.02
10141,0.03,0.05,1.0
3090,0.04,0.02,1.0
11245,0.43,0.05,0.82
9205,0.04,0.02,1.0
10272,0.04,0.05,1.0
15704,0.04,0.04,1.0
5751,0.04,0.01,0.98
4213,0.03,-0.13,0.98
16459,0.09,0.18,0.95
4402,0.04,0.05,1.0
976,0.02,0.05,1.01
8096,0.04,0.04,1.01
17383,0.03,0.16,0.98
11054,0.02,0.06,1.01
15565,0.04,0.11,1.05
5426,0.04,0.05,1.01
12415,0.04,0.02,1.0
15025,0.04,0.02,1.0
13610,0.04,0.04,1.01
1937,0.02,0.04,1.02
5025,0.04,0.04,1.01
11623,0.04,0.03,1.0
894,0.11,0.05,0.9
8092,0.04,0.05,1.01
8811,0.04,0.03,1.0
16347,0.06,0.04,1.03
8523,0.04,0.03,1.0
11486,0.03,0.03,1.0
13020,0.05,0.01,1.03
15623,0.04,0.05,1.0
727,0.04,0.03,1.0
8002,0.04,0.04,1.01
9222,-0.23,0.1,1.09
17675,0.04,0.03,1.0
15992,0.04,0.04,1.0
12263,0.04,0.02,1.0
8071,0.04,0.1,1.11
13276,0.05,0.05,1.0
1391,0.04,0.05,1.0
3716,0.04,0.03,1.0
10243,0.04,0.05,1.0
5898,0.04,0.02,1.0
19708,0.07,0.07,0.89
18020,0.04,0.02,1.0
16695,0.17,0.24,1.04
17310,0.04,0.03,1.0
16357,-0.07,-0.21999999999999997,1.01
1871,0.04,0.05,1.0
9172,-0.22,0.09,1.0
807,0.04,0.02,1.0
5174,0.04,0.04,1.01
18772,0.1,-0.11,0.98
14039,0.21,-0.12,1.09
19065,0.04,0.04,1.0
19776,0.16,0.2,0.97
11884,0.04,0.02,1.0
10330,0.04,0.04,1.0
16948,0.04,0.26,0.94
4817,0.04,0.04,1.0
2637,0.04,0.04,1.01
16080,0.03,0.04,1.0
8725,0.04,0.03,1.0
16063,0.07,0.18,1.05
145,0.04,0.03,1.0
2037,0.04,0.05,1.0
1167,0.03,0.05,1.0
13388,0.04,0.04,1.01
2054,0.17,0.04,0.96
12348,0.04,0.03,1.0
14459,0.03,0.25,1.03
3560,0.04,0.02,1.0
7842,0.12,0.03,1.09
4661,0.04,0.04,1.0
12111,0.04,0.03,1.0
271,0.04,0.03,1.0
14770,0.06,-0.08,0.93
9476,0.04,0.02,1.0
14095,0.03,0.03,1.0
19620,0.04,0.05,1.01
10159,0.04,0.05,1.0
19524,0.04,0.05,1.01
4001,0.05,-0.27,0.88
15710,0.04,0.04,1.0
17574,0.04,0.03,1.0
11351,0.04,0.03,1.0
4646,0.04,0.04,1.0
546,0.06,-0.02,1.04
9565,0.04,0.02,1.0
13409,0.04,0.04,1.01
17027,0.06,0.03,1.0
10533,0.04,0.04,1.0
15527,0.04,0.05,1.0
17318,0.04,0.02,1.0
8408,0.04,0.02,1.0
17115,0.04,0.03,1.0
13484,0.17,0.11,1.1
7349,0.04,0.04,1.0
9207,0.04,0.03,1.0
14434,0.04,0.02,1.0
3046,0.04,0.04,1.01
18315,0.04,0.05,1.0
15196,0.04,0.05,1.0
2674,0.04,0.04,1.0
10594,0.04,0.04,1.0
615,0.04,0.03,1.0
4820,0.04,0.04,1.0
3415,0.04,0.02,1.0
7460,0.04,0.04,1.0
1502,0.04,0.05,1.0
10172,0.01,0.1,1.05
19034,0.04,0.04,1.0
16819,0.18,0.2,0.96
12715,0.04,0.05,1.0
4516,0.04,0.05,1.0
9939,0.04,0.05,1.0
4745,0.04,0.05,1.0
13817,0.03,0.04,1.01
18575,0.04,0.04,1.0
13961,0.04,0.03,1.0
9678,0.04,0.03,1.0
5175,0.04,0.05,1.0
18882,0.05,0.0,1.01
15640,0.14,0.11,0.93
13663,0.04,0.05,1.01
17695,0.04,0.02,1.0
5775,0.04,0.02,1.0
7900,0.09,0.1,1.0
2426,0.03,0.05,1.01
1753,0.04,0.04,1.0
12998,0.04,0.04,1.0
14033,-0.02,0.02,0.98
19573,0.03,0.05,1.01
338,0.04,0.03,1.0
13582,0.04,0.05,1.01
1343,0.04,0.05,1.0
3807,0.04,0.02,1.0
18514,0.04,0.04,1.0
3074,0.04,0.02,1.0
7719,0.04,0.04,1.0
4351,0.03,0.01,1.07
18115,0.04,0.02,1.0
10927,0.04,0.04,1.01
9379,0.04,0.02,1.0
19222,0.11,-0.04,1.01
14198,0.04,0.03,1.0
15136,0.12,0.25,1.0
18917,0.04,0.05,1.0
10305,0.04,0.05,1.0
60,0.07,0.1,0.94
1242,0.04,0.05,1.0
5569,-0.03,0.26,1.0
2348,0.04,0.04,1.01
16844,0.04,0.03,1.0
2124,0.03,0.04,1.01
1526,0.09,0.0,1.0
8470,0.04,0.03,1.0
153,0.04,0.03,1.0
16332,0.03,0.05,1.01
482,0.04,0.03,1.0
6743,0.04,0.02,1.0
14435,0.04,0.02,1.0
13890,0.04,0.03,1.0
17649,0.03,-0.11,1.22
1765,0.04,0.05,1.0
17625,0.04,0.02,1.0
17305,0.04,0.03,1.0
10084,0.04,0.05,1.0
8592,0.04,0.03,1.0
5232,0.04,0.05,1.01
2726,0.04,0.02,1.0
12614,0.04,0.04,1.0
7559,0.08,0.33,0.99
14867,0.05,0.05,1.0
13232,0.04,0.05,1.0
6508,0.04,0.03,1.0
3151,0.04,0.02,1.0
3796,0.04,-0.12,1.0
3104,-0.04,0.2,1.0
3032,0.04,0.02,1.0
13360,0.05,0.04,1.0
9732,-0.15,0.06,1.0
16952,0.09,0.31,1.0
19028,0.04,0.05,1.0
4547,0.05,0.05,1.0
17444,0.05,-0.1,1.0
8919,0.04,0.03,1.0
18526,0.04,0.05,1.0
8978,0.04,0.03,1.0
17788,0.04,0.03,1.0
1625,0.04,0.05,1.0
14661,0.07,0.13,0.84
7972,0.03,0.04,1.01
5950,0.04,0.03,1.0
18259,0.04,0.02,0.96
10150,0.04,0.05,1.0
13030,0.04,0.04,1.0
9719,0.04,0.05,1.0
1306,0.04,0.04,1.0
9468,0.04,0.02,1.0
4284,0.04,0.05,1.0
2604,0.03,0.05,1.01
14592,0.04,0.02,1.0
2578,0.04,0.04,1.01
3289,0.04,0.02,1.0
5210,0.04,0.05,1.01
17886,0.04,0.02,1.0
2110,0.04,0.05,1.01
17315,0.04,0.02,1.0
14666,0.08,0.02,1.02
19535,0.15,-0.18,0.99
7856,0.03,0.05,1.01
14978,0.05,-0.34,1.08
1281,0.04,0.05,1.0
15007,0.04,0.02,1.0
805,0.04,0.03,1.0
16392,0.04,0.04,1.01
13040,0.04,0.04,1.0
4896,0.04,0.05,1.0
19531,-0.02,0.009999999999999995,1.01
17156,0.02,0.06,0.93
5220,0.04,0.04,1.01
11492,0.04,0.03,1.0
9804,0.02,0.05,0.98
15650,0.04,0.05,1.0
10273,0.04,0.04,1.0
3582,0.04,0.03,1.0
2202,0.02,0.08,0.98
17832,0.04,0.02,1.0
4740,0.04,-0.02,1.01
6781,0.04,0.03,1.0
16083,0.03,0.04,1.0
823,0.04,0.02,1.0
16866,0.04,0.03,1.0
9372,0.04,0.03,1.0
13954,0.04,0.03,1.0
16945,0.1,-0.12,0.85
10752,0.05,0.04,1.0
19393,0.04,0.05,1.01
18932,0.21,-0.11,0.97
15364,0.04,0.05,1.0
3130,0.04,0.02,1.0
8006,0.05,0.16999999999999998,1.1
7438,0.04,0.04,1.0
3421,0.04,0.03,1.0
9582,0.04,0.03,1.0
18181,0.02,0.29,1.0
12193,0.13,0.14,1.09
16089,0.02,0.04,1.0
12556,0.04,0.04,1.0
14383,0.04,0.02,1.0
12910,0.04,0.04,1.0
19644,0.03,0.04,1.01
8496,0.01,0.07,0.99
18239,0.04,0.05,1.0
16217,0.04,0.04,1.01
11473,0.04,0.03,1.0
1483,-0.0,0.06,1.1
5262,0.09,0.08,1.04
14873,0.03,-0.07,1.07
17802,0.04,0.03,1.0
8975,0.04,0.03,1.0
14122,0.04,0.02,1.0
6318,0.03,0.2,0.86
13156,0.04,0.04,1.0
5670,0.0,0.2,0.99
7354,0.04,0.04,1.0
17332,0.03,0.08,0.9
5965,0.04,0.02,1.0
769,0.03,0.04,1.0
8116,0.04,0.04,1.01
19760,0.04,0.04,1.01
2732,0.04,0.02,1.0
2083,0.04,0.05,1.0
953,0.04,0.03,1.0
2487,0.13,-0.03,1.0
10366,0.05,0.04,1.0
1762,0.04,0.04,1.0
11339,0.04,0.03,1.0
11258,0.04,0.03,1.0
4527,0.04,0.05,1.0
18873,0.15,0.36,0.93
15182,0.04,0.04,1.0
5344,0.04,0.05,1.0
6083,0.04,0.05,0.98
18042,0.07,0.05,1.08
11842,0.04,0.03,1.0
5117,0.02,0.0,0.98
4687,0.04,0.04,1.0
15260,0.04,0.05,1.0
14783,0.04,0.02,1.0
5755,0.04,0.02,1.0
1994,0.0,0.03,1.01
14091,0.04,0.03,1.0
14737,0.04,0.02,1.0
15279,0.07,0.03,0.9
5381,0.06,0.08,1.08
19583,0.04,0.05,1.0
15012,0.04,0.03,1.0
7517,0.04,0.04,1.0
3760,0.04,0.02,1.0
19793,0.04,0.05,1.01
9019,0.04,0.03,1.0
9663,0.04,0.03,1.0
8900,0.04,0.02,1.0
11738,0.04,0.03,1.0
1628,0.04,0.04,1.0
18721,0.04,0.04,1.0
8897,0.04,0.03,1.0
15010,0.04,0.02,1.0
4488,0.04,0.05,1.0
7138,0.04,0.04,1.0
10773,0.04,0.05,1.01
13390,0.04,0.04,1.01
2723,0.03,0.02,1.0
7205,0.04,0.05,1.0
5012,0.02,0.04,1.05
1857,0.03,0.05,1.0
3156,0.04,0.02,1.0
16551,0.04,0.05,1.01
1648,0.04,0.05,1.0
3542,0.11,-0.14,1.0
3613,0.04,0.02,1.0
12621,0.04,0.05,1.01
1795,0.04,0.05,1.0
15508,0.04,-0.07,0.95
16910,0.04,0.03,1.0
3988,0.04,0.04,1.0
3489,0.1,-0.14,0.9
13236,0.43,0.06,0.77
7984,0.04,0.04,1.01
13330,0.04,0.05,1.0
9903,0.02,0.03,1.02
126,0.05,0.02,1.0
6536,0.04,0.02,1.0
15425,0.04,0.05,1.0
17141,0.14,-0.17,0.97
4766,0.04,0.05,1.0
7928,0.03,0.04,1.01
828,0.04,0.02,1.0
19500,0.04,0.05,1.01
13144,0.03,0.02,1.0
8668,0.04,0.03,1.0
11827,0.09,0.1,0.91
19450,0.04,0.05,1.01
2448,0.04,0.04,1.01
12022,0.04,0.03,1.0
18530,0.04,0.04,1.0
815,0.0,-0.04,1.02
14785,0.04,0.03,1.0
13055,0.04,0.04,1.0
19003,-0.01,0.07,1.0
19631,0.03,0.04,1.01
15946,0.05,-0.05,0.97
14077,0.04,0.03,1.0
6300,0.04,0.03,1.0
2120,0.04,0.04,1.01
794,0.04,0.03,1.0
11539,0.04,0.03,1.0
7645,0.04,0.04,1.0
2681,0.04,0.02,1.0
18279,0.02,0.05,1.0
17569,0.04,0.02,1.0
3947,0.04,0.03,1.0
2946,0.04,0.02,1.0
16177,0.03,0.05,1.0
3336,0.04,0.03,1.0
8756,0.04,0.02,1.0
7026,0.04,0.05,1.0
19118,-0.0,-0.03,0.96
15216,-0.05,0.09,1.23
12697,0.1,0.09,1.0
15737,0.08,0.03,0.91
4951,-0.03,0.08,1.0
2247,0.12,0.04,1.02
5837,0.04,0.03,1.0
2340,0.09,0.03,0.9
12899,0.04,0.05,1.0
1122,0.04,0.04,1.0
12314,0.04,0.02,1.0
419,0.04,0.03,1.0
924,0.04,0.03,1.0
10685,0.04,0.04,1.0
5872,0.04,0.03,1.0
6309,0.04,0.02,1.0
17172,0.04,0.03,1.0
9418,0.04,0.02,1.0
1974,0.04,0.05,1.0
12956,0.04,0.04,1.0
4269,-0.06,-0.02,1.0
3862,0.04,0.03,1.0
14574,0.04,0.02,1.0
12885,0.04,0.05,1.0
1250,0.04,0.04,1.0
2196,0.09,0.08,0.96
10369,0.04,0.04,1.0
5020,0.03,0.04,1.01
6561,0.02,0.09,1.01
7265,0.04,0.05,1.0
8689,-0.23,0.23,0.9
13708,0.03,0.05,1.01
7696,0.04,0.04,1.0
10759,0.04,0.04,1.0
12016,0.04,0.02,1.0
15853,0.04,0.05,1.01
18785,0.04,0.04,1.0
8421,0.04,0.03,1.0
77,0.04,0.02,1.0
17322,0.04,0.02,1.0
10231,0.04,0.05,1.0
8943,-0.16,0.02,0.92
6528,-0.0,0.18,1.02
12765,0.04,0.04,1.0
3516,0.04,0.03,1.0
5879,0.02,0.01,1.02
9132,0.04,0.02,1.0
5703,0.04,0.03,1.0
3675,0.04,0.02,1.0
9641,0.04,0.03,1.0
1912,0.04,0.05,1.0
19180,0.04,0.04,1.0
235,0.08,0.06,1.0
13998,0.04,0.03,1.0
8911,0.04,0.03,1.0
10520,0.05,0.06,0.98
3627,0.04,0.03,1.0
16024,0.03,0.04,1.0
12053,0.04,0.03,1.0
1344,0.04,0.05,1.0
9575,0.04,0.02,1.0
1622,0.04,0.04,1.0
5743,0.01,0.52,0.79
7806,0.04,0.04,1.01
2223,0.04,0.04,1.01
11200,0.04,0.04,1.01
18445,-0.01,0.02,1.0
19272,0.04,0.05,1.01
14763,0.03,0.18,1.03
16390,0.03,0.05,1.01
7747,0.04,0.04,1.0
1921,0.04,0.04,1.0
1831,0.04,0.07,1.12
11079,0.04,0.05,1.01
14390,0.04,0.02,1.0
14727,0.05,-0.04,1.02
6875,0.04,0.05,1.0
19244,0.04,0.04,1.0
6933,0.04,0.05,1.0
4484,0.04,0.05,1.0
14603,0.08,0.14,1.02
18409,0.04,0.04,1.0
10543,0.04,0.05,1.0
7151,0.04,0.05,1.0
15536,0.04,0.05,1.0
17183,0.04,0.03,1.0
15493,0.04,0.05,1.0
12500,0.04,0.04,1.0
847,0.04,0.03,1.0
6048,0.04,0.02,1.0
15020,0.04,0.02,1.0
16103,0.03,0.05,1.0
15708,0.04,0.04,1.0
117,0.09,0.04,0.98
9956,0.04,0.05,1.0
15835,0.0,0.06,1.03
9752,0.04,0.04,1.0
18190,0.04,0.03,1.0
5806,0.02,0.02,1.01
10278,0.04,0.05,1.0
12312,0.04,0.02,1.0
4624,-0.01,-0.14,0.97
2595,0.07,0.08,0.88
14832,0.14,0.09,0.96
15709,0.04,0.04,1.0
12074,0.04,0.02,1.0
13302,0.05,0.09,1.05
7490,0.04,0.04,1.0
6124,-0.0,0.21,1.06
1607,0.02,0.0,1.01
4012,0.11,-0.32,0.87
16071,0.02,0.04,1.0
19061,0.02,0.03,1.02
12035,0.25,0.11,0.95
11559,0.04,0.03,1.0
1764,0.04,0.05,1.0
17477,0.04,0.03,1.0
2477,0.04,0.04,1.01
17712,0.04,0.03,1.0
7461,0.04,0.04,1.0
17526,0.04,0.02,1.0
13978,0.17,-0.04,0.95
8859,0.04,0.02,1.0
14696,0.04,0.02,1.0
16163,0.08,-0.16,1.06
7038,0.04,0.05,1.0
18417,0.04,0.05,1.0
9245,0.04,0.03,1.0
8405,0.04,0.02,1.0
11109,0.03,0.03,1.02
6799,-0.01,0.17,1.14
13146,0.04,0.04,1.0
3756,0.04,0.03,1.0
6938,0.04,0.04,1.0
4971,0.04,0.04,1.01
16943,0.14,-0.07,0.98
18310,0.04,0.05,1.0
6871,0.04,0.05,1.0
19363,0.07,-0.03,1.05
11679,0.35,-0.02,0.93
14556,0.03,-0.2,1.05
6271,0.04,0.02,1.0
9122,0.04,0.03,1.0
15292,0.13,0.04,0.99
3170,0.03,0.03,1.0
1910,0.04,0.04,1.0
7629,0.04,0.03,1.0
8539,0.04,0.03,1.0
9142,0.04,0.02,1.0
19321,-0.04,0.14,0.79
6412,0.04,0.01,1.0
19103,0.11,-0.11,1.03
5547,0.04,0.03,1.0
5551,0.04,0.03,1.0
15413,0.04,0.05,1.0
16830,0.04,0.03,1.0
4960,0.03,0.05,1.01
7543,0.04,0.04,1.0
18549,0.05,0.02,0.95
17544,0.12,-0.05,1.09
13150,0.04,0.05,1.0
2129,0.04,0.04,1.01
9120,0.04,0.02,1.0
9817,0.04,0.05,1.0
14799,0.04,0.03,1.0
55,0.1,0.1,1.11
18823,0.24,0.26,0.93
302,0.04,0.04,0.99
15971,0.04,0.04,1.0
15357,0.04,0.05,1.0
4747,0.04,0.05,1.0
14174,0.07,0.02,1.1
11948,0.04,0.02,1.0
11922,0.15,-0.09,0.91
5687,0.01,0.11,0.95
11969,0.05,0.04,0.89
18083,0.04,-0.06,1.0
15917,0.03,0.04,1.0
11552,0.04,0.03,1.0
18708,0.04,0.04,1.0
7043,0.04,0.05,1.0
7740,0.04,0.04,1.0
15506,0.12,0.27,1.0
4121,0.04,0.05,1.0
19503,0.04,0.04,1.01
14677,0.04,0.02,1.0
12968,0.04,0.04,1.0
11553,0.04,0.03,1.0
18856,0.04,0.04,1.0
4464,0.04,0.05,1.0
667,0.04,0.02,1.0
3381,0.04,0.02,1.0
9523,0.04,0.03,1.0
11253,0.04,0.01,0.96
14430,0.05,0.02,1.0
13326,0.04,0.05,1.0
6698,0.04,0.03,1.0
6880,0.04,0.05,1.0
16979,0.04,0.03,1.01
8163,0.04,0.04,1.01
18945,0.04,0.04,1.0
6896,0.06,-0.0,0.95
14013,0.04,0.03,1.0
13787,0.28,0.1,1.21
4019,0.09,0.0,1.01
6919,0.04,0.05,1.0
4593,0.04,0.05,1.0
6057,0.04,0.02,1.0
16183,0.03,0.04,1.0
8857,0.04,0.03,1.01
4433,0.07,0.11,1.0
18322,0.13,-0.02,0.99
7808,0.03,0.05,1.01
5281,0.04,0.04,1.01
11744,0.04,0.02,1.0
5233,0.04,0.04,1.01
4976,0.03,0.05,1.01
10799,-0.01,-0.06000000000000001,1.05
11610,0.04,0.03,1.0
7694,0.04,0.04,1.0
8954,0.04,0.02,1.0
10770,0.03,0.04,1.01
7702,0.02,0.04,1.01
7628,0.04,0.04,1.0
14837,0.04,0.02,1.0
17580,0.04,0.02,1.0
5023,0.04,0.04,1.01
13952,0.04,0.03,1.0
7761,0.02,0.02,1.07
1254,0.04,0.05,1.0
13141,0.04,0.01,1.01
17052,0.04,0.03,1.0
11407,0.04,0.03,1.0
5237,0.03,0.05,1.01
9666,0.04,0.03,1.0
9467,0.04,0.02,1.0
11568,0.04,0.03,1.0
4663,0.04,0.04,1.0
18955,0.04,0.05,1.0
11794,0.04,0.03,1.0
18434,0.02,0.41,0.97
16285,0.03,0.04,1.01
8036,0.04,0.05,1.01
16225,0.04,0.04,1.01
3544,0.09,-0.53,0.79
11370,0.06,0.02,1.01
19468,0.04,0.04,1.01
5386,0.04,0.04,1.0
4874,0.04,0.04,1.0
18901,0.04,0.04,1.0
14118,0.04,0.03,1.0
2052,0.13,0.1,0.96
6586,0.04,0.03,1.0
17242,0.08,0.03,0.99
15244,0.04,0.05,1.0
5178,0.04,0.04,1.01
12462,0.04,0.05,1.0
3803,0.04,0.03,1.0
16902,0.04,0.03,1.0
6578,0.02,0.55,0.9
11195,0.03,0.04,1.01
14547,0.04,0.09,1.0
16954,0.1,0.14,0.95
9145,0.04,0.02,1.0
404,0.04,0.03,1.0
384,0.04,0.03,1.0
9801,-0.19,0.08,1.02
8063,0.04,0.05,1.01
11781,0.1,0.11,1.14
15562,0.04,0.05,1.0
7691,0.04,0.04,1.0
7729,0.04,0.04,1.0
4427,0.04,0.04,1.0
