,x,y,z
14835,0.04,0.03,1.02
3169,0.04,0.03,1.0
15596,0.04,0.05,1.0
1554,0.04,0.04,1.0
16621,0.07,0.09,0.95
17368,0.04,0.03,1.0
496,0.09,0.03,1.05
2325,0.04,0.04,1.01
914,0.04,0.02,1.0
13743,0.03,0.06,1.0
9885,0.04,0.04,1.0
151,0.04,0.03,1.0
13337,0.04,0.05,1.0
15649,0.04,0.02,1.0
15352,0.03,0.05,1.0
1741,0.04,0.05,1.0
3071,0.04,0.02,1.0
10519,0.05,0.07,1.03
14031,0.03,0.02,1.0
7720,0.04,0.04,1.0
18934,0.08,-0.14,1.1
2938,0.04,0.02,1.0
3902,0.04,0.02,1.0
7908,0.03,0.04,1.01
15445,0.03,0.03,1.05
11636,0.04,0.02,1.0
890,0.04,0.03,1.0
5946,0.04,0.02,1.0
3304,0.04,0.03,1.0
14618,0.04,0.04,1.0
11938,0.04,0.03,1.0
5202,0.03,0.009999999999999995,1.06
5054,0.04,0.05,0.98
343,0.04,0.03,1.0
4405,0.04,0.05,1.0
16120,0.01,0.04,1.04
3291,0.04,0.03,1.0
4852,0.05,-0.04,0.99
2227,0.04,0.04,1.01
14824,0.02,-0.14,0.99
2125,0.04,0.05,1.01
7598,0.05,0.16,1.05
15549,0.04,0.05,1.0
14364,-0.03,-0.16,1.14
14583,0.04,0.03,1.0
13532,0.04,0.05,1.01
15106,0.04,0.02,1.0
11653,0.04,0.03,1.0
8179,0.04,0.04,1.01
18004,0.01,0.39,1.02
5094,0.04,0.04,1.01
18380,0.07,0.17,0.91
1467,0.04,0.04,1.0
4923,0.04,0.05,1.01
18680,0.04,0.05,1.0
3717,0.04,0.03,1.0
6369,-0.0,0.42,0.97
283,0.04,0.03,1.0
19183,0.04,0.04,1.0
6817,0.02,0.04,1.0
15420,0.04,0.05,1.0
10041,0.0,0.09,0.97
4420,0.04,0.05,1.0
19523,0.04,0.05,1.01
19443,0.04,0.05,1.02
11737,0.04,0.02,1.0
8189,0.02,0.06,1.09
12978,0.04,0.04,1.0
19198,0.04,0.05,1.0
9980,0.13,0.05,0.93
13301,0.11,0.02,1.17
3257,0.04,0.02,1.0
2635,0.04,0.05,1.0
19319,0.01,0.03,1.05
3277,0.04,0.03,1.0
15043,0.13,0.11,1.06
17589,0.11,0.19,1.03
1205,0.08,0.04,0.97
7088,0.04,0.05,1.0
19247,0.04,0.04,1.0
617,0.04,0.03,1.0
11498,0.04,0.02,1.0
3205,0.04,0.03,1.0
12365,0.04,0.03,1.0
17888,0.04,0.02,1.0
17203,0.04,0.02,1.0
8311,0.04,0.03,1.0
18909,0.04,0.04,1.0
18183,-0.09,0.36,1.02
2743,0.04,0.02,1.0
12817,0.16,0.08,1.02
17554,0.04,0.03,1.0
11742,0.04,0.02,1.0
18391,0.0,0.0,1.02
14876,0.11,0.0,1.02
1359,0.04,0.05,1.0
14450,0.04,0.02,1.0
8683,0.04,0.03,1.0
10151,0.03,0.05,1.0
17130,0.04,0.03,1.0
8661,0.04,0.03,1.0
1592,0.04,0.04,1.0
19567,0.03,0.05,1.01
3236,0.04,0.03,1.01
5802,0.01,0.41,0.97
17360,0.04,0.03,1.0
19486,0.03,0.03,0.94
13093,0.03,0.04,1.0
548,0.05,0.03,0.97
7899,0.17,0.09,1.01
17170,0.04,0.03,1.01
7690,0.04,0.04,1.0
26,0.04,0.02,1.0
1069,0.04,0.03,1.0
4139,0.04,0.05,1.0
7313,0.13,0.38,0.94
6011,0.04,0.03,1.01
7387,0.04,0.05,1.0
5862,0.04,0.03,1.0
17445,0.02,0.02,1.01
9041,-0.13,0.23,0.94
10643,0.04,0.04,1.0
14502,0.03,0.02,1.0
12258,0.04,0.03,1.0
19355,0.04,0.05,1.01
437,0.04,0.03,1.0
13655,0.04,0.04,1.01
19025,0.04,0.04,1.0
5716,0.04,0.03,1.0
1864,0.04,0.04,1.0
12437,0.04,0.02,1.0
18830,0.04,-0.01,0.98
9317,0.04,0.03,1.0
12176,0.04,0.03,1.0
10418,0.04,0.04,1.0
1,0.04,0.02,1.0
2721,0.04,0.02,1.0
18407,0.04,0.05,1.0
9581,0.03,0.03,1.0
5781,0.04,0.03,1.0
12202,0.04,0.03,1.0
10381,0.04,0.05,1.0
7716,0.02,0.04,1.01
17090,0.05,0.07,1.01
6543,0.04,0.03,1.0
14492,0.04,0.03,1.0
13861,0.04,0.03,1.0
4253,-0.11,-0.51,1.03
3599,0.0,-0.38,0.97
535,0.04,0.02,1.0
19787,0.02,0.05,1.01
586,0.04,0.02,1.0
15869,0.03,0.04,1.0
13218,0.04,0.05,1.0
13523,0.04,0.04,1.01
15210,0.04,0.05,1.0
9776,0.05,0.04,0.97
11045,0.04,0.04,1.01
16965,0.04,0.03,1.0
10255,0.04,0.05,1.0
13000,0.04,0.04,1.0
7146,0.04,0.05,1.0
11540,0.04,0.03,1.0
17378,-0.03,-0.04,1.04
19221,0.16,0.0,1.06
1920,0.04,0.05,1.0
18863,-0.0,0.04,1.05
10989,0.04,0.04,1.01
9067,0.04,0.02,1.0
9042,-0.23,0.0,0.99
1914,0.04,0.05,1.0
13445,0.03,0.08,1.02
13209,0.04,0.05,1.0
1135,0.03,0.05,1.0
14725,0.07,-0.23,1.01
12221,0.04,0.03,1.0
16070,0.03,0.04,1.0
1319,0.08,0.0,0.98
4668,0.04,0.05,1.02
9314,0.04,0.02,1.0
19493,0.04,0.05,1.01
12144,0.12,0.14,1.03
13128,0.02,0.07,1.09
8131,0.11,0.38,0.91
6688,0.04,0.03,1.0
13585,0.04,0.05,1.01
2606,0.04,0.05,1.0
7268,0.04,0.05,1.0
16488,0.04,0.05,1.01
2177,0.04,0.04,1.01
3765,0.04,0.02,1.0
7104,0.07,0.02,1.02
12851,0.04,0.05,1.0
8922,0.04,0.02,1.0
10317,0.04,0.05,1.0
3959,0.04,0.02,1.0
5498,0.04,0.03,1.0
9261,0.04,0.02,1.0
10866,0.07,0.06,0.81
4970,0.03,0.04,1.01
17699,0.04,0.03,1.0
240,0.07,0.07,0.95
13375,0.04,0.05,1.0
12296,0.04,0.03,1.0
17402,0.04,0.02,1.0
12476,0.04,0.05,1.0
8455,0.04,0.03,1.0
13019,0.13,0.03,1.04
1870,0.04,0.05,1.0
17465,0.04,0.03,1.0
19739,0.04,0.04,1.01
13268,0.04,0.05,1.0
2526,0.03,0.05,1.01
14846,0.04,0.02,1.0
1823,0.04,0.05,1.0
2415,0.03,0.04,1.01
9220,-0.09,0.02,1.01
7346,0.03,0.05,1.0
5625,0.1,-0.0,1.15
16436,0.04,0.04,1.01
4895,0.04,0.04,1.01
8858,0.04,0.02,1.0
18175,0.1,-0.06,0.9
7059,0.07,0.07,1.0
2122,0.04,0.04,1.01
11417,0.04,0.03,1.0
3970,0.04,0.05,1.0
18605,0.07,0.04,1.04
5361,0.03,0.04,1.01
2844,0.04,0.02,1.0
499,0.07,0.03,0.96
920,0.04,0.02,1.0
15051,0.04,0.03,1.0
9703,0.04,0.05,1.0
4577,0.04,0.05,1.0
15280,0.08,-0.11,0.98
15259,0.04,0.05,1.0
228,-0.01,0.02,0.86
13292,0.25,0.05,1.17
14744,0.04,0.03,1.0
2765,0.04,0.02,1.0
10473,0.04,0.04,1.0
14361,0.08,0.25,1.09
12706,0.04,0.05,1.0
6590,0.05,0.02,1.0
6233,0.04,0.03,1.0
15319,0.04,0.05,1.0
6078,-0.15,0.54,0.8
18387,0.15,-0.05,1.0
8760,0.04,0.03,1.0
17306,0.04,0.03,1.0
1130,0.04,0.05,1.0
14617,0.05,0.06,0.88
16929,0.04,0.03,1.0
11847,0.04,0.03,1.0
15573,0.08,-0.18,0.95
11710,0.04,0.02,1.0
1709,0.04,0.04,1.0
8280,0.04,0.04,1.01
3249,0.04,0.02,1.0
11801,0.04,0.02,1.0
14319,-0.05,-0.2,1.16
15949,0.03,-0.07,0.98
513,0.04,0.02,1.0
6882,0.04,0.05,1.0
7877,0.04,0.06,0.99
12051,0.04,0.03,1.0
11149,0.04,0.05,1.01
14295,0.04,0.03,1.01
11971,0.03,0.01,1.0
19603,0.07,-0.009999999999999995,0.84
13175,0.04,0.04,1.0
2736,0.04,0.02,1.0
8275,0.04,0.05,1.01
8798,-0.03,0.26,1.07
8339,0.04,0.03,1.0
16957,0.07,0.09,0.91
8979,0.04,0.02,1.0
13358,0.04,0.05,1.0
13881,0.04,0.02,1.0
14217,-0.09,0.16,1.22
17159,0.02,0.06,0.95
15142,0.09,-0.18,0.92
15510,0.07,-0.11,0.95
15492,0.04,0.05,1.0
16202,0.04,0.04,1.01
14934,0.15,0.16,0.92
10220,0.04,0.05,1.0
15000,0.04,0.03,1.0
6653,0.04,0.03,1.0
15162,0.04,0.02,1.0
17951,0.0,-0.08,1.21
2555,0.04,0.05,1.0
18821,0.17,0.29,0.97
8270,0.04,0.04,1.01
18676,0.09,0.05,0.96
7491,0.04,0.04,1.0
19686,0.04,0.05,1.01
2688,0.05,-0.02,1.02
7131,-0.03,0.06,1.0
15514,0.1,-0.08,0.98
1047,0.04,0.03,1.0
2651,0.05,0.06,0.99
4750,0.03,0.05,1.0
4810,0.04,0.05,1.0
2065,0.04,0.05,1.0
4984,0.03,0.05,1.0
10279,0.04,0.04,1.0
12562,0.04,0.04,1.0
3966,0.04,0.05,1.0
18595,0.04,0.05,1.0
6091,0.04,0.03,1.0
18916,0.04,0.04,1.0
12259,0.04,0.02,1.0
10499,0.03,0.03,1.04
8062,0.04,0.04,1.01
14289,0.04,0.02,1.0
16898,0.04,0.03,1.0
4450,0.02,0.05,1.0
17781,-0.03,-0.12,0.85
10409,0.05,0.03,1.0
18281,0.04,0.04,1.0
13580,0.04,0.04,1.01
17074,0.09,-0.05,0.98
11535,0.04,0.03,1.0
18903,0.04,0.05,1.0
9617,0.04,0.03,1.0
18787,0.04,0.04,1.0
985,0.04,0.03,1.0
15254,0.04,0.05,1.0
5955,0.04,0.02,1.0
19602,0.05,0.18,1.07
5166,0.04,0.04,1.0
14534,0.04,0.02,1.0
3829,0.04,0.0,0.98
19115,0.12,0.02,0.99
11967,0.24,-0.05,1.13
7700,0.04,0.04,1.0
5007,0.14,0.22000000000000003,1.2
7089,0.04,0.04,1.0
15897,0.02,-0.08,0.94
3246,0.04,0.02,1.0
14215,-0.06,0.25,1.14
13529,0.04,0.04,1.01
5182,0.07,0.07,1.12
10467,0.05,0.05,1.0
6546,0.05,0.02,1.0
3002,0.04,0.02,1.0
1342,0.04,0.05,1.0
1393,0.04,0.05,1.0
18414,0.04,0.04,1.0
8267,0.03,0.020000000000000004,0.99
14019,0.04,0.03,1.0
9921,0.05,-0.01,0.95
16251,0.07,-0.44,0.94
16402,0.06,0.11,0.81
13707,0.04,0.05,1.01
6777,0.04,0.02,1.0
11089,0.04,0.04,1.01
1414,0.04,0.05,1.0
2260,0.04,0.04,1.0
16495,0.04,0.04,1.01
16038,0.03,0.04,1.0
6741,0.04,0.03,1.0
2216,0.04,0.04,1.01
6098,0.04,0.02,1.0
12346,0.04,0.02,1.0
10011,0.03,0.05,1.0
6593,0.04,0.02,1.0
5881,0.0,0.57,0.92
5338,0.03,0.04,1.01
3784,0.09,-0.28,0.95
3254,0.04,0.03,1.0
4560,-0.07,-0.46,0.84
10333,0.04,0.05,1.0
464,0.04,0.03,1.0
1757,0.04,0.05,1.0
13981,0.18,0.01,0.89
16571,0.11,0.26,1.02
7047,0.04,0.04,1.0
4030,0.04,0.05,1.0
378,0.04,0.03,1.0
15029,-0.01,0.12,1.15
1337,0.04,0.05,1.0
19549,-0.05,0.08,1.17
2731,0.04,0.02,1.0
17841,0.04,0.03,1.0
16790,0.04,0.03,1.0
18441,0.02,-0.0,0.99
18951,0.04,0.04,1.0
14626,0.04,0.03,1.0
11358,0.04,0.02,1.0
6981,0.04,0.05,1.0
13983,0.17,-0.02,0.95
14751,0.03,0.02,1.0
1898,0.03,0.05,1.0
10629,0.04,0.04,1.0
5011,0.01,0.13,1.07
14608,0.07,-0.23,0.9
8654,0.04,0.02,1.0
7863,0.04,0.04,1.0
6863,0.04,0.05,1.0
13885,0.04,0.02,1.0
10601,0.04,0.04,1.0
17335,0.05,0.06,1.01
14128,0.04,0.03,1.0
7802,0.03,0.05,1.01
15502,0.01,0.12,1.04
16840,0.04,0.03,1.0
16104,0.02,0.05,1.0
13197,0.04,0.05,1.0
13119,0.04,0.04,1.0
15468,0.04,0.05,1.0
16587,0.03,0.05,1.01
4234,0.03,0.05,1.0
7407,0.05,0.03,1.0
17036,0.04,0.03,1.0
1032,0.04,0.03,1.0
10348,0.03,0.06,1.09
2224,0.04,0.05,1.01
10737,0.04,0.04,1.0
17169,0.04,0.03,1.0
19112,0.21,0.2,0.95
11289,0.04,0.03,1.0
3984,0.04,0.05,1.0
16309,0.08,0.05,1.06
16435,0.04,0.04,1.0
4627,0.04,0.05,1.0
18501,0.11,-0.04,0.99
9303,0.03,0.03,1.0
19364,0.16,-0.20999999999999996,0.99
17269,0.04,0.03,1.0
8552,0.04,0.03,1.0
6246,0.04,0.08,1.04
2972,0.02,0.03,1.05
6081,-0.04,0.03,1.11
17736,-0.01,0.4,0.95
6985,0.04,0.05,1.0
1517,0.06,0.02,1.0
19340,0.04,0.04,1.01
12917,0.04,0.05,1.0
2376,0.04,0.04,1.01
3562,0.04,0.03,1.0
2267,0.04,0.05,1.0
4802,0.04,0.03,1.0
4523,0.04,0.05,1.0
18461,0.04,0.04,1.0
1392,0.04,0.05,1.0
895,0.1,-0.04,0.89
1492,0.04,0.05,1.0
18667,0.24,0.16,1.07
11409,0.04,0.03,1.0
15169,0.04,0.02,1.0
9579,0.04,0.02,1.0
10637,0.04,0.04,1.0
2996,0.04,0.02,1.0
12483,0.04,0.05,1.0
19102,0.04,-0.01,1.11
1131,0.04,0.05,1.0
732,0.04,0.02,1.0
12703,0.04,0.05,1.0
3168,0.04,0.03,1.0
8102,0.03,0.04,1.01
4918,0.04,0.04,1.01
2830,0.04,0.02,1.0
10133,0.04,0.04,1.01
8454,0.02,0.04,1.01
799,0.04,0.02,1.0
6874,0.04,0.05,1.0
735,0.04,0.03,1.0
13174,0.05,0.04,1.0
2248,0.12,0.009999999999999995,1.02
178,0.04,0.07,1.01
1176,0.04,0.05,1.0
18133,0.04,0.24,1.01
11390,0.11,0.01,1.09
11155,0.04,0.04,1.01
791,0.04,0.02,1.0
18159,0.04,0.03,1.0
17106,0.04,0.03,1.0
198,0.04,0.03,1.0
15345,0.08,-0.08,0.92
8541,0.04,0.03,1.0
549,0.07,0.0,1.02
3460,0.04,0.03,1.0
13970,0.06,0.02,1.0
13935,0.04,0.03,1.0
8295,0.03,0.05,1.01
18340,0.04,0.05,1.04
13194,0.05,0.05,1.01
11987,0.04,0.02,1.0
16455,0.05,0.08,1.21
18191,0.04,0.03,1.0
8376,0.08,0.02,1.01
66,0.08,-0.01,1.0
5072,0.0,0.03,0.95
5652,0.04,0.03,1.0
17715,0.04,0.02,1.0
5454,0.04,0.04,1.01
15247,0.04,0.05,1.0
2577,0.04,0.04,1.01
15347,0.01,0.03,1.06
16074,0.03,0.04,1.0
623,0.04,0.02,1.0
18216,0.04,0.02,1.0
6864,0.04,0.05,1.0
788,0.04,0.03,1.0
3453,0.04,0.03,1.0
19490,0.01,-0.03,0.98
6597,0.04,0.02,1.0
15797,0.04,0.03,1.0
9350,0.04,0.02,1.0
18699,0.04,0.04,1.0
14169,0.21,0.12,0.99
15749,0.04,0.04,1.0
16113,0.07,-0.1,1.03
13341,0.04,0.05,1.0
516,0.04,0.03,1.0
479,0.04,0.03,1.0
4799,0.05,0.04,1.0
11326,0.05,0.04,1.01
12371,0.02,0.07,1.2
18096,0.02,0.07,1.01
15910,0.03,0.04,1.0
7646,0.04,0.04,1.0
17393,0.03,-0.03,1.01
1035,0.04,0.02,1.0
14111,0.12,0.0,0.92
2603,0.03,0.04,1.01
1516,0.04,0.04,1.0
6833,0.04,0.02,1.0
16221,0.04,0.04,1.01
8034,0.04,0.05,1.0
6274,0.03,0.04,1.0
15224,0.12,-0.13,0.96
18558,0.01,0.23,0.93
9213,0.04,0.03,1.0
9610,0.04,0.02,1.0
6003,0.03,0.03,1.01
1464,0.04,0.05,1.0
8820,0.04,0.02,1.0
1874,0.04,0.05,1.0
15113,0.04,0.02,1.0
18006,0.07,-0.09,0.96
7997,0.03,0.05,1.01
11191,0.04,0.04,1.01
12661,0.04,0.05,1.0
16439,0.04,0.04,1.0
8162,0.04,0.04,1.01
4962,0.04,0.04,1.01
14291,0.04,0.02,1.0
5197,0.06,0.14,0.95
220,0.04,0.03,1.0
11295,0.04,0.03,1.0
18274,0.05,-0.04,0.94
13047,0.04,0.04,1.0
16470,0.08,0.09,0.99
2481,-0.02,0.1,1.11
4532,0.04,0.05,1.0
19191,0.04,0.04,1.0
19070,0.04,0.04,1.0
12487,0.04,0.04,1.0
18341,0.04,0.04,1.0
7169,0.0,0.02,1.05
14239,0.04,0.02,1.0
11479,0.04,0.03,1.0
16216,0.04,0.04,1.01
14648,0.04,0.03,1.0
6152,0.04,0.03,1.0
19017,0.04,0.04,1.0
16140,0.03,0.05,1.0
9001,0.04,0.03,1.0
19101,0.04,0.07,1.03
2936,0.04,0.02,1.0
1680,0.04,0.04,1.0
13549,0.23,-0.06999999999999999,1.18
6659,0.04,0.03,1.0
903,0.04,0.02,1.0
18098,-0.0,0.04,1.0
7945,0.03,0.04,1.01
2300,-0.05,0.12,0.99
15064,0.04,0.02,1.0
9539,0.04,0.03,1.01
11005,-0.01,0.08,1.09
17284,0.02,0.11,0.97
15978,0.04,0.04,1.0
9196,0.04,0.03,1.0
16486,0.04,0.04,1.01
7495,0.01,0.03,1.02
13104,0.04,0.04,1.0
17517,0.04,0.03,1.0
8054,0.03,0.05,1.0
2585,0.0,0.03,1.09
8893,-0.02,0.04,0.77
2160,0.04,0.05,1.01
16540,0.03,0.05,1.01
10820,0.04,0.05,1.01
19692,0.04,0.04,1.01
12071,0.04,0.02,1.0
14726,0.05,-0.12,0.86
17202,0.04,0.03,1.0
5701,0.04,0.02,1.0
682,0.04,0.03,1.0
4860,0.04,0.04,1.0
3255,0.04,0.03,1.0
16230,0.04,0.05,1.01
3050,0.01,-0.55,0.9
5297,0.04,0.04,1.01
1885,0.04,0.11,1.03
14104,0.12,-0.15,0.91
1944,0.06,0.08,0.98
3417,0.04,0.03,1.0
3679,0.03,-0.02,1.01
6551,0.04,0.02,1.0
3911,0.04,0.02,1.0
491,0.01,0.04,0.91
6223,0.04,0.03,1.0
1183,0.04,0.05,1.0
1377,0.12,0.09,0.91
5424,0.04,0.04,1.01
627,0.04,0.02,1.0
5118,0.08,0.08,1.03
11716,0.03,0.0,1.01
15485,0.04,0.04,1.0
16991,0.04,0.03,1.0
16331,0.04,0.04,1.01
16346,0.02,0.08,1.01
4456,0.04,0.05,1.0
16806,-0.04,0.02,1.08
13322,0.04,0.05,1.0
18471,0.04,0.05,1.0
2942,0.04,0.02,1.0
10006,0.05,0.06,1.01
4869,0.04,0.04,1.0
15976,0.03,0.04,1.0
7380,0.04,0.04,1.0
7135,0.04,0.05,1.0
10404,-0.01,0.04,0.99
1368,0.01,0.05,1.0
2646,0.12,0.0,0.86
1193,0.04,0.04,1.0
6097,0.04,0.02,1.0
18957,0.04,0.04,1.0
6245,0.04,0.04,1.01
7992,0.03,0.04,1.01
5752,0.04,0.03,1.0
15503,0.06,0.11,0.97
19548,0.01,0.03,1.0
3001,0.04,0.02,1.0
15343,0.09,-0.12,0.94
18615,0.04,0.26,1.05
10020,0.04,0.04,1.0
11563,0.04,0.03,1.0
6556,0.04,0.02,1.0
4864,0.04,0.04,1.0
15181,0.04,0.05,1.0
11432,0.04,0.03,1.0
8535,0.04,0.03,1.0
8460,0.04,0.03,1.0
17738,-0.0,-0.32,0.94
19705,-0.0,-0.03,1.15
14815,-0.0,0.02,1.04
16674,0.04,0.03,1.0
11942,0.04,0.03,1.0
15930,0.03,0.04,1.0
13291,0.09,0.07,1.21
19579,0.04,0.05,1.01
7390,0.04,0.04,1.0
5897,0.04,0.02,1.0
16466,0.17,0.22999999999999998,1.0
5713,0.04,0.04,1.0
15775,0.04,0.04,1.0
3655,0.04,0.02,1.0
1787,0.02,0.07,1.0
13032,0.04,0.04,1.0
7889,0.14,0.46,0.92
495,0.1,0.03,1.0
13798,0.04,0.04,1.01
11413,0.04,0.02,1.0
13319,0.04,0.05,1.0
12620,0.04,0.04,1.0
2042,0.04,0.04,1.0
4292,0.04,0.04,1.0
10483,0.04,0.04,1.0
2952,0.04,0.02,1.0
9632,0.04,0.02,1.0
10208,0.04,0.05,1.0
14753,0.04,0.03,1.0
14805,0.04,0.02,1.0
14952,0.04,0.03,1.0
14273,0.04,0.03,1.0
2660,0.03,0.05,1.01
15460,0.13,0.06,1.0
11035,0.04,0.05,1.01
13324,0.04,0.05,1.0
12769,0.04,0.04,1.0
9577,0.04,0.03,1.0
2035,0.04,0.05,1.0
5514,0.03,0.07,1.02
814,0.07,0.0,0.81
8032,0.04,0.04,1.01
18067,0.04,0.03,1.0
12529,0.15,0.08,1.08
6930,0.04,0.05,1.0
4482,0.04,0.05,1.0
1081,0.04,0.02,1.0
2230,0.04,0.04,1.01
17301,0.04,0.02,1.0
19052,0.24,0.23,1.02
12443,0.04,0.02,1.0
16636,0.02,0.06,0.99
13461,0.04,0.04,1.01
10576,0.03,0.04,0.99
3376,0.04,0.03,1.0
6151,0.04,0.03,1.0
12942,0.11,0.15,1.01
10919,0.05,0.11,0.95
4073,0.04,0.04,1.0
2999,0.04,0.02,1.0
16701,0.22,0.21,0.96
7853,0.04,0.04,1.01
4138,0.04,0.04,1.0
11001,0.04,0.04,1.01
17989,0.04,0.02,1.0
15947,0.07,-0.07,1.02
305,0.07,0.0,0.99
4317,0.04,-0.1,1.01
19390,0.04,0.05,1.01
3069,0.05,0.03,1.0
14415,0.03,0.06,0.99
11162,-0.21,0.15000000000000002,0.78
1233,0.03,0.05,1.0
10998,0.04,0.04,1.01
2317,0.04,0.05,1.0
10920,0.04,0.22000000000000003,1.03
17423,0.04,0.03,1.0
15386,0.1,0.16,1.0
3633,0.1,0.02,0.85
4621,0.12,-0.15,0.96
11154,0.04,0.05,1.01
10197,0.07,0.02,1.03
2066,0.04,0.04,1.0
7152,0.04,0.05,1.0
19751,0.03,0.05,1.0
8330,0.04,0.03,1.0
7159,0.03,0.05,1.0
4120,0.04,0.04,1.0
19613,0.03,0.04,1.01
3719,0.04,0.03,1.0
13122,0.03,0.04,1.0
5921,0.04,0.02,1.0
12918,0.03,0.04,1.0
8959,0.04,0.02,1.0
557,0.02,0.02,1.0
11248,0.14,-0.01,1.17
17536,0.14,0.09,0.91
4563,0.02,-0.13,1.01
9605,-0.24,0.04,0.89
18472,0.04,0.04,1.0
4347,0.04,0.04,1.0
7372,0.04,0.04,1.0
14665,0.07,0.16,1.11
17962,0.11,-0.15,0.99
14397,0.04,0.03,1.0
589,-0.0,0.03,1.04
3486,0.01,0.01,0.98
2677,0.03,0.02,1.0
5997,0.04,0.03,1.0
19770,0.17,-0.009999999999999995,1.02
9197,0.04,0.03,1.0
2400,0.04,0.04,1.01
5988,0.0,0.01,1.0
11474,0.04,0.02,1.0
2174,0.03,0.05,1.01
926,0.04,0.03,1.0
9104,0.04,0.02,1.0
14123,0.04,0.02,1.0
10248,0.04,0.05,1.0
13191,0.08,-0.09,1.14
19296,0.04,0.04,1.01
16926,0.04,0.03,1.0
3215,0.04,0.03,1.0
6181,0.04,0.02,1.0
2798,0.04,0.02,1.0
8473,0.04,0.03,1.0
7259,0.0,0.06,0.99
14129,0.04,0.03,1.0
10320,0.04,0.05,1.0
9507,0.02,0.03,1.0
11181,0.03,0.04,1.03
15407,0.02,0.04,1.0
19268,0.04,0.04,1.01
10894,0.04,0.05,1.0
6319,0.08,0.3,0.91
6559,0.04,0.03,1.0
6436,-0.01,0.0,1.0
11096,0.04,0.04,1.01
13002,0.04,0.04,1.0
13112,0.04,0.04,1.0
14266,0.04,0.03,1.0
15680,0.04,0.05,1.0
16932,0.04,0.03,1.0
2185,0.02,0.09,1.02
16615,0.04,0.05,1.01
1475,0.02,0.0,0.99
6711,0.05,0.57,0.86
16837,0.04,0.03,1.0
13123,0.04,0.04,1.0
10249,0.04,0.04,1.0
13892,0.04,0.03,1.0
10631,0.04,0.04,1.0
13560,0.03,0.04,1.0
421,0.04,0.02,1.0
11305,0.18,0.12,1.1
11233,0.07,0.03,1.02
10570,-0.12,-0.08,1.0
2310,0.04,0.04,1.01
9516,0.04,0.02,1.0
171,0.12,0.15,1.01
4187,0.04,0.05,1.0
6101,0.04,0.02,1.0
6340,0.04,0.03,1.0
9513,0.04,0.03,1.0
13038,0.04,0.04,1.0
1728,0.0,0.07,1.04
10080,0.04,0.05,1.0
15312,0.04,0.05,1.0
11058,0.01,0.07,0.95
11329,0.04,0.03,1.0
10202,0.13,0.05,0.96
19257,0.04,0.05,1.01
18251,0.04,0.05,1.0
906,0.04,0.03,1.0
3631,0.05,-0.0,0.99
9362,0.04,0.03,1.0
14664,0.05,0.12,0.96
8682,0.04,0.03,1.0
11041,0.03,0.04,1.01
8217,0.04,0.04,1.01
6697,0.04,0.03,1.0
2084,0.04,0.04,1.0
8844,-0.1,0.09,1.06
16647,0.03,0.05,1.01
8849,0.04,0.02,1.0
14700,0.04,0.03,1.0
10526,0.04,0.05,1.0
14819,0.14,-0.04,1.02
15921,0.03,0.04,1.0
11269,0.04,0.02,1.0
7999,0.03,0.04,1.01
5027,0.04,0.04,1.01
7224,0.04,0.05,1.0
5647,0.04,0.03,1.0
2653,0.04,0.04,1.01
11440,-0.01,0.01,1.04
16992,0.04,0.03,1.0
12117,0.04,0.02,1.0
16324,0.04,0.05,1.01
15434,0.04,0.05,1.0
16825,0.03,0.01,0.98
18360,0.04,0.04,1.0
7032,0.04,0.05,1.0
17155,0.06,0.07,1.19
2159,0.04,0.04,1.01
16295,0.01,0.04,1.01
8183,0.04,0.05,1.01
1303,0.04,0.04,1.0
8730,0.04,0.03,1.0
3897,0.04,0.02,1.0
9071,0.04,0.03,1.0
16316,0.03,0.04,1.0
4706,0.04,0.04,1.0
3782,0.04,-0.05,1.05
4839,0.04,0.03,1.01
12948,0.04,0.04,1.0
8167,0.04,0.04,1.01
9850,-0.32,0.04,0.99
14020,0.04,0.03,1.0
12292,0.03,0.05,0.99
1438,0.04,0.05,1.0
508,0.04,0.03,1.0
5722,0.04,0.02,1.0
11428,0.04,0.02,1.0
6171,0.01,0.11,0.91
5866,0.03,0.03,1.0
6497,0.04,0.02,1.0
10089,0.04,0.05,1.0
2343,0.1,0.03,0.93
19217,0.21,0.33,0.96
4693,0.05,0.04,1.0
17259,0.04,0.02,1.0
11734,0.04,0.02,1.0
8546,0.04,0.03,1.0
17089,0.04,0.05,0.99
16799,0.04,0.03,1.0
9786,0.05,0.03,1.0
644,0.04,0.03,1.0
14477,0.04,0.03,1.0
1541,0.04,0.05,1.0
10296,0.09,0.0,1.04
1213,0.07,0.07,0.94
16430,0.04,0.05,1.01
2565,0.03,0.05,1.01
9983,0.0,0.07,0.94
6727,0.03,0.02,1.03
13252,0.05,0.05,1.0
6110,0.04,0.03,1.0
390,0.04,0.03,1.0
1466,0.04,0.04,1.0
1194,0.04,0.04,1.0
11431,0.04,0.03,1.0
3750,0.04,0.02,1.0
14619,0.04,0.02,1.0
7027,0.04,0.04,1.0
16530,0.0,0.08,1.08
9790,0.0,0.0,0.98
17978,0.04,0.03,1.0
7435,0.04,0.04,1.0
507,0.03,0.03,1.0
12398,0.04,0.03,1.0
16504,0.04,0.04,1.01
14010,0.04,0.03,1.0
14161,0.09,-0.49,1.12
14510,0.09,-0.16,1.05
1776,0.15,0.08,0.96
